x, y, theta
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 0.0, 0.0
0.3999945168989707, -0.002094385532567832, -0.3
0.475827410713713, -0.1535847492867814, -0.7000000000000001
5.380048367427982, -3.245606705641902, -4.0
-2.70095383969924, 7.059120454027586, -9.4
-8.970381632081098, 3.152089707856037, -13.6
3.629297292816176, -9.887001228345184, -17.2
4.205970546126013, 12.04408225509809, -20.7
-6.395537319840726, -7.806590018323952, -24.0
9.916493667723424, 7.94162377786697, -27.00000000000001
-5.838959649014908, -5.573685471493788, -29.0
-1.377226876873623, 12.25837894709113, -30.2
10.46280878771049, 8.869560933760628, -30.6
11.64019094526724, 4.161698380341335, -30.2
9.380969147838679, 8.124560066627005, -29.30000000000001
0.359146914613158, 11.68079151200651, -27.80000000000001
-7.692338901338974, 1.61455659093554, -24.90000000000001
9.998514768576785, -0.3552608456328641, -21.90000000000001
-6.435009328958399, 4.130872502141972, -19.40000000000001
8.174612839243345, -5.087605821816789, -17.40000000000001
4.795997893663581, 10.1433254339601, -15.6
-9.300944827294634, 2.431969156452715, -14.10000000000001
-0.9621915470768247, -9.315028082006382, -12.90000000000001
10.8659820636339, -3.436392374297676, -12.40000000000001
11.38509711106403, 0.4434409341591882, -12.60000000000001
10.64433785920999, -1.643245591580321, -13.40000000000001
5.653344371011453, -7.738214129029801, -14.20000000000001
-2.156501810770307, -8.488756310423604, -14.80000000000001
-6.994491981345192, -5.007337010706776, -15.10000000000001
-8.295028631475617, -2.407703440742539, -14.70000000000001
-6.23439855081642, -6.0479413737591, -13.50000000000001
5.354104728613134, -8.334440101702338, -11.50000000000001
7.101654135234806, 8.922740486345113, -8.700000000000006
-6.864672240743606, -4.677757527904566, -5.700000000000006
10.10646124772322, 6.758706340925207, -3.000000000000006
-8.416269750055703, -0.2585165847877935, -0.5000000000000062
9.817204848090766, -3.501877238086876, 1.599999999999994
1.196665894411625, 12.2686247528478, 2.799999999999994
-8.99352061136406, 3.879157131912342, 3.499999999999994
-8.589599632088381, -3.276631723243232, 3.499999999999994
-8.435998939195553, -3.129397537111243, 3.099999999999994
-9.199978763824678, 0.9791861218020863, 2.499999999999994
-7.287510663596407, 6.772968647132586, 1.899999999999994
-2.463132339524023, 10.38118939148671, 1.399999999999994
2.446148448347859, 10.69271141968753, 1.299999999999994
3.306967221376294, 10.52459459712041, 1.899999999999994
-2.64341095943293, 9.989747303494356, 3.199999999999994
-8.597260713231808, -0.4080436080808392, 4.999999999999994
5.935782944020536, -6.974943599686689, 7.199999999999994
5.688967529368282, 9.719150389145145, 9.199999999999994
-8.994036545991367, 1.345302066876146, 10.9
2.176602497899489, -9.131910311581755, 12.1
11.0060582700705, -1.443112337972564, 13.0
10.06700034277887, 8.40417875059758, 13.59999999999999
3.910165235002955, 10.77603898851576, 14.19999999999999
-1.154594246033655, 11.59471391667784, 14.6
-5.681679969440615, 8.573978662894165, 14.9
-6.762039430737932, 7.221749229347741, 15.5
-9.167364313106544, 0.1847068474667999, 16.49999999999999
-3.52740344866319, -7.916424059735643, 17.69999999999999
7.675485863186295, -6.174809299932643, 18.79999999999999
10.18732464987916, 3.78443275690449, 19.69999999999999
5.283237885001455, 10.70116940361991, 20.59999999999999
-4.005101766580557, 9.074587067223449, 21.49999999999999
-7.040146583327811, 4.097932869209632, 21.89999999999999
-8.66496580362049, -1.932308990343028, 22.09999999999999
-8.08279503720515, -3.857245547851324, 21.89999999999999
-8.801053892084896, -1.824773018217131, 21.29999999999999
-7.75049338273111, 5.319319025540757, 20.79999999999999
-5.992912248250687, 8.697998329972899, 20.49999999999998
-3.43142525895685, 10.51905826089321, 20.39999999999999
-2.4602794833209, 10.80746990295196, 20.59999999999998
-4.358759330816477, 9.678922654015725, 21.39999999999998
-8.803734377461046, 2.971494929282971, 22.49999999999999
-4.931194994058226, -6.801341291243363, 23.59999999999999
6.265626438837002, -6.488488150683533, 24.49999999999999
10.41868287729495, -0.8569902684050119, 25.09999999999999
9.887086565635597, 4.887118775507034, 25.49999999999999
7.671833436019239, 8.041068001519069, 25.49999999999999
7.916091502647209, 8.222719593547231, 25.19999999999999
9.950850989988998, 5.891039414583878, 24.79999999999999
11.35494249678155, 1.967039755308653, 24.39999999999999
10.89194200831145, -2.210838411412698, 23.99999999999999
8.773356334137208, -5.757583244217487, 23.89999999999999
7.991346692479101, -6.427049981356094, 23.89999999999999
8.841542552004347, -5.293373397071745, 23.79999999999999
7.037584319572234, -6.971673323967527, 23.49999999999999
4.36286996633342, -8.417595531213509, 23.19999999999999
1.412144783122975, -8.991503224127214, 23.09999999999998
0.4874831822682189, -8.886724761595323, 23.49999999999998
4.459092011075564, -8.276027299383784, 23.99999999999998
8.386779851349043, -5.286929570760582, 24.49999999999998
10.40883063443983, -0.906280696127056, 24.79999999999999
11.85044193068084, 2.989340068067969, 24.79999999999999
10.94818202456496, 2.016697794884334, 24.89999999999998
10.79346821657074, 3.021875439046325, 24.99999999999999
10.44726402554262, 3.959594977642752, 24.99999999999999
10.36704872717434, 3.880694038377158, 24.69999999999999
10.99946215960167, 0.8962863620621359, 24.19999999999999
10.7869326159957, -2.979941284990318, 23.89999999999998
8.777636165175172, -5.35279865170464, 23.29999999999998
3.396385452893493, -8.204906058702718, 22.79999999999998
-2.612311532095324, -8.431924797998082, 22.69999999999998
-2.295636017848539, -6.696982879261196, 23.09999999999998
0.5197474366525688, -8.587979843293281, 23.59999999999998
6.355429100707194, -6.667193164382166, 24.49999999999998
10.92915476103623, -0.8498339740073098, 25.69999999999998
7.180867191078808, 10.90216912602783, 27.29999999999998
-8.158915437871411, 5.712140490469354, 28.59999999999998
-4.802731944893177, -5.465442926305842, 28.99999999999998
-2.340885754242552, -8.319253316500157, 28.69999999999998
-4.858870694955158, -6.604842810985359, 27.99999999999998
-8.208606413650749, -0.8872116782359871, 27.29999999999998
-7.211445887769314, 5.575167366581953, 26.69999999999998
-3.20795835732133, 9.628620194622638, 26.19999999999998
1.521531077863381, 10.78611288177398, 25.79999999999998
5.425843360692828, 9.967268845451843, 25.49999999999998
7.959745744790897, 8.319285427407859, 25.39999999999998
8.470173706023637, 7.496653353984118, 25.69999999999998
6.076440335727147, 9.382705620371173, 26.29999999999998
0.2815680202294496, 11.07441588830057, 27.19999999999998
-7.465307888267006, 6.508952927448593, 28.49999999999998
-6.395116458427869, -5.879117135671502, 29.99999999999998
7.55585707779016, -6.683146359115431, 31.59999999999998
8.393101617797328, 8.027236189920085, 32.99999999999998
-4.842977350415324, 9.482311930277826, 33.79999999999998
-9.062958915080864, 2.666390672499871, 33.99999999999998
-8.895862725185632, 0.7138166247287737, 33.59999999999998
-7.002421300624807, 5.611981551178905, 32.99999999999998
-4.444092420768671, 9.268727696213555, 32.59999999999998
-0.7773516382942784, 10.73914889268321, 32.49999999999998
0.1783824803460035, 10.9661900770253, 32.59999999999998
-0.739972794235801, 10.4410007242516, 32.59999999999998
-0.7218480776291778, 10.34265696670731, 32.59999999999998
0.2069595472256052, 11.63457346926758, 32.69999999999998
-1.937764378465794, 10.87215986786162, 32.99999999999998
-4.794630475823695, 9.636101993877521, 33.09999999999998
-5.613855069609323, 9.026015270244823, 32.99999999999998
-4.694050681328711, 9.582994048609148, 32.79999999999998
-2.701919564721042, 10.3971161287033, 32.19999999999998
3.387937570862862, 10.81365141818587, 31.39999999999997
9.704633054614696, 5.922333124089552, 30.39999999999997
9.76236859322241, -3.818806557282572, 29.39999999999998
1.505217813494496, -8.987229593882773, 28.39999999999998
-7.139212415014791, -4.635886910085145, 27.49999999999998
-8.343022040341349, 3.95769152443181, 26.79999999999998
-3.25014052788943, 10.39321299845374, 26.49999999999998
-1.518580360730117, 10.57427558442646, 26.39999999999997
-0.7032334104114706, 10.95535011687977, 27.09999999999997
