x, y, theta
0.0, 0.0, 0.0
0.0, 0.0, 0.01745329251994329
0.0, 0.0, 0.0003046174197867086
0.0, 0.0, 5.316576934207787e-06
1.0, 9.279177243751169e-08, 9.279177243751185e-08
1.999999999999996, 9.44112943853076e-08, 1.619521947795906e-09
3.999999999999996, 9.44678263659023e-08, 2.826599029735028e-11
5.999999999999996, 9.446881303509635e-08, 4.933345970255334e-13
8.999999999999996, 9.446883886603546e-08, 8.610313032094981e-15
11.0, 9.446883916659207e-08, 1.502783120374336e-16
16.0, 9.446883917970633e-08, 2.622851339392644e-18
18.0, 9.446883917979788e-08, 4.57773916627449e-20
20.0, 9.446883917979948e-08, 7.989662074899e-22
22.0, 9.446883917979951e-08, 1.394459093287093e-23
23.0, 9.446883917979951e-08, 2.433790246223454e-25
25.0, 9.446883917979951e-08, 4.247765309952276e-27
27.0, 9.446883917979951e-08, 7.413749051066466e-29
29.0, 9.446883917979951e-08, 1.293943308577151e-30
32.0, 9.446883917979951e-08, 2.258357106882027e-32
33.0, 9.446883917979951e-08, 3.941576720090485e-34
35.0, 9.446883917979951e-08, 6.879349148553788e-36
36.0, 9.446883917979951e-08, 1.200672930365321e-37
39.0, 9.446883917979951e-08, 2.095569587444346e-39
41.00000000000001, 9.446883917979951e-08, 3.657458900556306e-41
43.0, 9.446883917979951e-08, 6.38347000710794e-43
45.0, 9.446883917979951e-08, 1.114125693263394e-44
48.00000000000001, 9.446883917979951e-08, 1.944516162851063e-46
51.00000000000001, 9.446883917979951e-08, 3.39382093999973e-48
53.00000000000001, 9.446883917979951e-08, 5.923334962612421e-50
55.0, 9.446883917979951e-08, 1.03381697796082e-51
57.0, 9.446883917979951e-08, 1.804351012843395e-53
59.0, 9.446883917979951e-08, 3.149186603581175e-55
61.00000000000001, 9.446883917979951e-08, 5.496367499218894e-57
62.0, 9.446883917979951e-08, 9.592970976097659e-59
64.0, 9.446883917979951e-08, 1.674289285811584e-60
68.00000000000001, 9.446883917979951e-08, 2.922186066827652e-62
70.0, 9.446883917979951e-08, 5.100176822204558e-64
72.0, 9.446883917979951e-08, 8.901487798137097e-66
74.0, 9.446883917979951e-08, 1.553602704035927e-67
76.00000000000001, 9.446883917979951e-08, 2.711548245331393e-69
78.00000000000001, 9.446883917979951e-08, 4.732544470770776e-71
80.0, 9.446883917979951e-08, 8.259848301200259e-73
82.00000000000001, 9.446883917979951e-08, 1.441615485712048e-74
84.0, 9.446883917979951e-08, 2.516093677341251e-76
86.0, 9.446883917979951e-08, 4.391411895821668e-78
88.00000000000001, 9.446883917979951e-08, 7.664459639333433e-80
88.99984769515639, -0.01745231196844433, -0.01745329251994329
89.99969002761702, -0.03520928861637593, -0.01775790993973001
91.99937450369736, -0.07073387338910237, -0.01776322651666421
92.99937445563906, -0.07104390017262928, -0.0003100267884933539
94.99937445560979, -0.07105472214908641, -5.410988228593095e-06
95.99937445560979, -0.07105481658864679, -9.443956037560511e-08
97.99937445560978, -0.07105481988520934, -1.648281272690282e-09
99.99937445560979, -0.07105481994274521, -2.876793520740791e-11
101.9993744556098, -0.07105481994374941, -5.020951883696658e-13
102.9993744556098, -0.07105481994375817, -8.763214195471809e-15
105.998917541079, -0.1234120392556092, -0.01745329251994345
106.9989174946831, -0.1237166566706849, -0.0003046174197867113
110.9983079041039, -0.1935475454876073, -0.0174586090968775
