speed11, distance11
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
76, 0.0
76, 0.0
76, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
77, 0.0
77, 0.0
77, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
77, 0.0
77, 0.0
77, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
93, 0.0
93, 0.0
93, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
76, 0.0
76, 0.0
76, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
84, 0.0
