speed11, distance11
534, 150.0
534, 150.0
534, 150.0
722, 150.0
722, 150.0
722, 150.0
712, 150.0
712, 150.0
712, 150.0
712, 150.0
527, 150.0
527, 150.0
527, 150.0
726, 150.0
726, 150.0
726, 150.0
726, 150.0
726, 150.0
726, 150.0
726, 150.0
726, 150.0
726, 150.0
726, 150.0
726, 150.0
679, 150.0
679, 150.0
679, 150.0
511, 150.0
511, 150.0
511, 150.0
536, 150.0
536, 150.0
536, 150.0
527, 150.0
527, 150.0
527, 150.0
567, 150.0
567, 150.0
496, 150.0
496, 150.0
496, 150.0
689, 150.0
689, 150.0
689, 150.0
696, 150.0
696, 150.0
696, 150.0
677, 150.0
677, 150.0
677, 150.0
677, 150.0
677, 150.0
677, 150.0
677, 150.0
677, 150.0
677, 150.0
677, 150.0
483, 150.0
483, 150.0
483, 150.0
483, 150.0
644, 150.0
644, 150.0
479, 150.0
479, 150.0
479, 150.0
479, 150.0
511, 150.0
511, 150.0
511, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
498, 150.0
553, 150.0
553, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
518, 150.0
462, 150.0
462, 150.0
462, 150.0
483, 150.0
483, 150.0
455, 150.0
455, 150.0
455, 150.0
469, 150.0
469, 150.0
469, 150.0
464, 150.0
464, 150.0
464, 150.0
500, 150.0
500, 150.0
464, 150.0
464, 150.0
464, 150.0
439, 150.0
439, 150.0
439, 150.0
448, 150.0
448, 150.0
448, 150.0
443, 150.0
452, 150.0
452, 150.0
452, 150.0
452, 150.0
433, 150.0
433, 150.0
433, 150.0
437, 150.0
437, 150.0
437, 150.0
443, 150.0
443, 150.0
443, 150.0
443, 150.0
443, 150.0
443, 150.0
443, 150.0
443, 150.0
443, 150.0
443, 150.0
435, 150.0
435, 150.0
435, 150.0
454, 150.0
454, 150.0
425, 150.0
425, 150.0
425, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
439, 150.0
380, 150.0
380, 150.0
425, 150.0
425, 150.0
425, 150.0
401, 150.0
401, 150.0
401, 150.0
370, 150.0
370, 150.0
370, 150.0
376, 150.0
376, 150.0
376, 150.0
397, 150.0
397, 150.0
397, 150.0
385, 150.0
385, 150.0
348, 150.0
348, 150.0
348, 150.0
446, 150.0
446, 150.0
446, 150.0
326, 150.0
326, 150.0
326, 150.0
321, 150.0
321, 150.0
321, 150.0
321, 150.0
321, 150.0
321, 150.0
321, 150.0
321, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
488, 150.0
488, 150.0
488, 150.0
488, 150.0
488, 150.0
488, 150.0
488, 150.0
488, 150.0
488, 150.0
488, 150.0
488, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
326, 150.0
345, 150.0
345, 150.0
345, 150.0
321, 150.0
321, 150.0
321, 150.0
236, 150.0
236, 150.0
236, 150.0
236, 150.0
236, 150.0
236, 150.0
221, 150.0
221, 150.0
213, 150.0
213, 150.0
213, 150.0
204, 150.0
203, 150.0
203, 150.0
203, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
199, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
2550, 150.0
158, 150.0
158, 150.0
158, 150.0
145, 0.0
145, 0.0
147, 0.0
147, 0.0
147, 0.0
137, 0.0
138, 0.0
138, 0.0
138, 0.0
139, 0.0
139, 0.0
139, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
130, 0.0
