speed22, distance22
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
1709, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
172, 86.39999999999999
172, 86.39999999999999
172, 86.39999999999999
107, 8.4
107, 8.4
107, 8.4
122, 26.4
122, 26.4
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
112, 14.4
112, 14.4
112, 14.4
93, 0
93, 0
93, 0
84, 0
84, 0
84, 0
113, 15.6
113, 15.6
113, 15.6
91, 0
91, 0
91, 0
91, 0
91, 0
91, 0
126, 31.2
86, 0
86, 0
86, 0
86, 0
86, 0
122, 26.4
122, 26.4
122, 26.4
109, 10.8
107, 8.4
107, 8.4
107, 8.4
94, 0
94, 0
94, 0
101, 1.2
101, 1.2
113, 15.6
113, 15.6
86, 0
86, 0
86, 0
166, 79.20000000000001
166, 79.20000000000001
166, 79.20000000000001
164, 76.8
164, 76.8
164, 76.8
118, 21.6
118, 21.6
118, 21.6
118, 21.6
143, 51.6
143, 51.6
143, 51.6
175, 90.0
175, 90.0
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
107, 8.4
107, 8.4
107, 8.4
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
109, 10.8
1849, 300
1849, 300
1849, 300
1849, 300
1849, 300
1849, 300
1849, 300
1849, 300
1849, 300
170, 84.0
170, 84.0
170, 84.0
175, 90.0
175, 90.0
175, 90.0
175, 90.0
175, 90.0
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
179, 94.8
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
174, 88.80000000000001
114, 16.8
114, 16.8
114, 16.8
109, 10.8
109, 10.8
109, 10.8
107, 8.4
107, 8.4
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
103, 3.6
2550, 300
2550, 300
2550, 300
2550, 300
1555, 300
1555, 300
1555, 300
1555, 300
1555, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
135, 42.0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
121, 25.2
121, 25.2
121, 25.2
121, 25.2
121, 25.2
121, 25.2
121, 25.2
121, 25.2
121, 25.2
121, 25.2
121, 25.2
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
2550, 300
121, 25.2
121, 25.2
121, 25.2
130, 36.0
130, 36.0
94, 0
94, 0
93, 0
93, 0
93, 0
86, 0
86, 0
86, 0
86, 0
86, 0
86, 0
86, 0
86, 0
82, 0
82, 0
82, 0
82, 0
82, 0
82, 0
82, 0
82, 0
82, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
86, 0
86, 0
86, 0
82, 0
82, 0
82, 0
82, 0
82, 0
82, 0
82, 0
82, 0
82, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
78, 0
82, 0
82, 0
82, 0
