x, y, theta
(0.9, 46.48, 48.08)
(13.52, 38.38000000000001, 51.31)
(7.63, 52.17000000000001, 53.17)
(0.9300000000000001, 38.75, 55.86)
(12.67, 48.08, 58.58000000000001)
(-0.39, 40.7, 61.83)
(11.2, 50.23, 65.21)
(0.19, 40.04, 68.23)
(14.06, 45.74000000000001, 70.78)
(-0.52, 49.26, 73.26000000000001)
(11.11, 39.79, 76.17000000000001)
(1.84, 51.58, 79.1)
(5.1, 36.94, 81.56000000000001)
(12.32, 50.09, 83.94)
(-2.15, 46.13, 86.24000000000001)
(10.11, 37.48, 88.46)
(13.97, 51.97, 90.09)
(-1.01, 52.66, 92.03000000000001)
(6.48, 39.67000000000001, 94.37000000000001)
(19.33, 47.41, 95.20999999999999)
(13.33, 61.16, 97.25000000000001)
(3.78, 49.59000000000001, 99.29000000000002)
(15.0, 39.63000000000001, 100.32)
(23.68, 51.87, 102.65)
(8.960000000000001, 49.0, 105.08)
(17.39, 36.59000000000001, 106.6)
(25.55, 49.18, 109.02)
(10.59, 48.07, 111.04)
(18.09, 35.08, 113.06)
(29.39, 44.94, 114.57)
(31.6, 59.78000000000001, 114.47)
(23.86, 72.63, 115.95)
(8.890000000000001, 73.51000000000001, 116.41)
(1.31, 60.57, 118.15)
(4.95, 46.02, 117.96)
(10.66, 32.15, 118.44)
(18.5, 19.36, 118.28)
(32.85, 14.99, 119.89)
(24.58, 27.51, 123.18)
(39.37, 29.99, 128.48)
(28.19, 19.99, 130.59)
(29.8, 34.9, 136.23)
(42.43, 26.8, 139.09)
(30.7, 17.45, 145.0)
(21.08, 28.96, 148.56)
(34.67000000000001, 22.62, 152.16)
(26.04, 34.89, 153.8)
(14.98, 24.75, 155.56)
(19.21, 10.36, 156.03)
(19.23, -4.64, 154.99)
(13.4, -18.46, 155.23)
(-1.16, -22.05, 153.13)
(-14.48, -15.15, 153.79)
(-26.92, -6.77, 152.9)
(-41.74, -4.48, 154.67)
(-32.24, -16.09, 157.72)
(-45.54, -9.15, 161.76)
(-34.28, 0.77, 166.41)
(-41.93000000000001, -12.13, 168.67)
(-39.66, 2.7, 173.46)
(-26.13, 9.17, 179.29)
(-12.51, 2.88, 184.27)
(-22.62, -8.199999999999999, 188.1)
(-22.3, 6.8, 191.99)
(-12.05, -4.15, 195.93)
(-27.05, -4.22, 199.92)
(-14.91, 4.59, 203.46)
(-29.41, 8.42, 204.43)
(-31.57, -6.42, 206.83)
(-16.63, -5.07, 208.04)
(-24.33, 7.8, 210.87)
(-37.76, 14.48, 209.18)
(-51.82, 19.72, 211.08)
(-56.07, 5.34, 212.46)
(-41.42, 8.57, 215.23)
(-55.71000000000001, 13.14, 217.69)
(-42.12, 6.8, 221.26)
(-55.95000000000001, 1.0, 225.64)
(-45.94, 12.17, 228.43)
(-54.06000000000001, -0.44, 232.24)
(-53.48, 14.55, 235.78)
(-50.95000000000001, -0.23, 238.94)
(-60.65, 11.21, 243.13)
(-49.27, 1.44, 245.54)
(-56.98, 14.31, 248.77)
(-48.04, 2.26, 252.02)
(-48.14, 17.26, 253.79)
(-56.88000000000001, 29.45, 253.25)
(-69.31000000000001, 37.85, 254.5)
(-84.3, 37.24, 254.52)
(-96.70999999999999, 28.82, 255.61)
(-92.27, 14.49, 257.07)
(-77.5, 17.09, 258.5)
(-92.49000000000001, 17.72, 262.92)
(-77.5, 18.19, 264.93)
(-91.59000000000001, 23.34, 268.44)
(-79.91, 32.75, 273.27)
(-65.41, 28.89, 279.13)
(-58.78, 15.43, 284.13)
(-73.58000000000001, 12.97, 287.97)
(-81.65000000000001, 25.62, 294.36)
(-77.28000000000001, 39.97, 298.81)
(-64.31999999999999, 32.41, 303.32)
(-78.36, 27.12, 306.87)
(-63.63, 29.94, 309.26)
(-49.69, 35.49, 307.25)
(-38.91, 45.92000000000001, 310.04)
(-31.43, 58.92, 307.81)
(-27.47, 73.39, 310.55)
(-35.35, 86.15, 309.45)
(-40.96, 100.06, 310.21)
(-55.50000000000001, 103.74, 311.33)
(-41.08, 99.61, 316.43)
(-26.78, 95.07, 323.84)
(-11.92, 97.08, 329.88)
(-7.82, 82.65000000000001, 333.55)
(-18.7, 72.31999999999999, 340.27)
(-26.47, 59.49000000000001, 346.65)
(-40.52, 54.23, 351.5)
(-44.53, 68.68000000000001, 355.9)
(-29.56, 67.76000000000001, 360.26)
(-39.1, 56.18, 364.07)
(-24.45, 59.38000000000001, 365.21)
(-36.6, 68.17, 368.67)
(-33.36, 53.52, 370.04)
(-25.54, 66.32, 373.42)
(-38.59, 58.93000000000001, 375.31)
(-32.34, 45.29, 376.39)
(-19.03, 52.20000000000001, 378.55)
(-34.01, 53.07, 381.6)
(-19.94, 47.87, 384.24)
(-34.86, 49.46000000000001, 388.38)
(-41.81, 62.75, 394.84)
(-34.86, 76.04000000000001, 399.02)
(-21.35, 69.53, 404.33)
(-24.05, 54.78000000000001, 408.98)
(-39.01, 53.64000000000001, 414.27)
(-46.51, 66.63, 419.3000000000001)
(-32.76, 72.63, 423.47)
(-31.42, 57.69, 428.08)
(-45.91, 53.81, 433.24)
(-50.05, 68.23, 437.54)
(-35.11, 69.53, 442.28)
(-40.54, 55.55, 446.0500000000001)
(-49.95000000000001, 67.23000000000001, 450.6600000000001)
(-37.49000000000001, 75.58, 455.3)
(-40.72, 60.93, 458.4700000000001)
(-32.46, 73.45000000000001, 460.85)
(-40.17, 60.58, 464.84)
(-44.87, 74.83000000000001, 468.85)
(-42.08, 60.09, 470.8600000000001)
(-33.01, 72.03, 473.4599999999999)
(-45.96, 64.45, 476.36)
(-32.68, 71.42, 479.65)
(-35.51, 56.69, 484.44)
(-49.87, 52.36000000000001, 490.04)
(-61.53, 61.79, 495.0600000000001)
(-54.24, 74.90000000000001, 499.81)
(-42.39, 65.71, 504.18)
(-52.53, 54.66, 509.07)
(-65.7, 61.85, 514.09)
(-60.18000000000001, 75.8, 518.74)
(-46.51, 69.62000000000001, 523.42)
(-58.68, 60.86, 527.12)
(-48.70000000000001, 72.05, 530.14)
(-62.93, 67.31999999999999, 532.36)
(-48.63, 62.8, 535.17)
(-59.68, 72.94, 537.77)
(-60.78, 57.98, 539.65)
(-48.2, 66.15000000000001, 542.21)
(-62.95000000000001, 63.4, 545.15)
(-48.54, 59.22000000000001, 547.5599999999999)
(-58.73, 70.23000000000001, 550.3500000000001)
(-53.16, 56.3, 553.11)
(-65.73, 64.48, 557.8600000000001)
(-52.4, 71.36, 561.5)
(-56.85, 57.03, 565.73)
(-58.83, 71.90000000000001, 568.65)
(-50.23, 59.61, 572.97)
(-52.24, 74.47, 573.9800000000001)
(-66.97, 77.31999999999999, 575.4600000000001)
(-69.91, 62.61, 577.1100000000001)
(-58.81, 52.52000000000001, 577.52)
(-44.52000000000001, 47.97, 577.97)
(-31.64, 40.28, 577.06)
(-20.49, 30.24, 577.58)
(-13.13, 17.17, 576.41)
(-7.95, 3.09, 577.26)
(4.36, -5.48, 577.63)
(18.98, -2.1, 578.93)
(25.89, 11.21, 579.3600000000001)
(16.62, 23.0, 581.2200000000001)
(2.41, 18.21, 581.8200000000001)
(13.47, 8.08, 585.37)
(-1.51, 8.800000000000001, 589.49)
(6.9, 21.22, 593.7)
(13.74, 7.87, 597.91)
(1.19, 16.08, 601.02)
(1.27, 1.08, 602.2200000000001)
(14.28, -6.38, 603.11)
(21.73, -19.4, 601.16)
(10.36, -29.19, 600.3500000000001)
(0.28, -18.08, 598.0700000000001)
(13.87, -11.73, 596.61)
(25.22, -21.54, 595.77)
(20.4, -35.75, 594.24)
(6.18, -40.53, 593.9299999999999)
(-8.42, -37.1, 593.13)
(-22.65, -32.37, 593.75)
(-31.75, -44.29, 595.61)
(-19.7, -53.22, 596.92)
(-9.279999999999999, -42.43, 598.4900000000001)
(-24.18, -44.15999999999999, 601.8300000000001)
(-17.57, -30.7, 606.77)
(-21.4, -45.2, 608.51)
(-7.65, -39.21, 611.25)
(-22.51, -37.18, 613.7)
(-29.12, -50.64, 613.75)
(-44.1, -49.88, 611.3700000000001)
(-54.05, -38.65, 612.16)
(-57.62, -24.08, 610.4)
(-46.43, -34.07, 607.08)
(-59.24, -26.26, 604.48)
(-46.11, -19.01, 602.9)
(-36.97, -30.91, 601.64)
(-45.93, -42.94, 600.31)
(-59.51000000000001, -36.56000000000001, 598.9)
(-69.02, -24.96, 599.4199999999999)
(-83.74000000000001, -22.07, 600.28)
(-96.16, -30.49, 601.0)
(-90.67, -44.45, 602.9800000000001)
(-80.0, -33.91, 604.9500000000001)
(-94.98000000000001, -34.70000000000001, 607.8099999999999)
(-80.55, -30.61, 611.68)
(-94.81, -35.25, 614.17)
(-80.41, -31.06, 617.9)
(-94.56999999999999, -36.01, 620.56)
(-84.45, -47.08, 621.8500000000001)
(-69.56, -45.29, 622.4600000000001)
(-57.85, -54.67000000000001, 620.26)
(-69.8, -45.61, 616.23)
(-62.5, -58.71, 613.15)
(-66.00000000000001, -44.12, 609.4)
(-55.33, -54.66, 607.9800000000001)
(-64.62000000000001, -66.43000000000001, 606.48)
(-78.56000000000001, -60.9, 605.42)
(-90.34000000000001, -51.62, 605.9)
(-98.29000000000001, -38.9, 604.73)
(-106.99, -26.68, 606.02)
(-106.89, -41.68, 609.79)
(-104.43, -26.88, 611.96)
(-118.31, -32.57, 614.04)
(-103.73, -29.04, 617.9400000000001)
(-117.99, -33.71, 620.4800000000001)
(-104.3, -39.83, 622.75)
(-105.71, -24.9, 624.65)
(-120.43, -27.78, 626.09)
(-134.58, -32.75, 624.9400000000001)
(-146.86, -24.13, 624.1900000000001)
(-139.65, -10.97, 622.02)
(-141.07, -25.9, 618.7200000000001)
(-154.62, -19.46, 618.18)
(-145.1, -7.87, 615.09)
(-143.85, -22.82, 613.44)
(-157.49, -29.07, 612.64)
(-172.3, -31.45, 612.9)
(-186.63, -35.87, 612.92)
(-181.65, -50.02000000000001, 616.12)
(-178.63, -35.33, 618.12)
(-187.52, -47.41, 621.54)
(-172.52, -47.04, 622.58)
(-179.76, -33.9, 625.64)
(-188.39, -46.17, 626.63)
(-190.82, -60.97, 626.54)
(-202.6, -70.26000000000001, 625.15)
(-207.59, -56.11000000000001, 622.74)
(-203.87, -70.64, 618.6900000000001)
(-206.36, -55.85000000000001, 616.29)
(-191.42, -57.16, 615.0399999999999)
(-199.21, -69.98000000000001, 612.23)
(-214.2, -70.65000000000001, 613.0800000000001)
(-229.08, -68.77, 611.89)
(-242.78, -74.88, 614.17)
(-232.85, -86.12, 615.64)
(-220.24, -77.98999999999999, 617.01)
(-234.62, -73.72, 620.2000000000001)
(-220.96, -79.91, 623.02)
(-228.66, -67.04000000000001, 625.27)
(-228.4, -82.04000000000001, 628.26)
(-218.63, -70.66, 630.1)
(-233.58, -71.93000000000001, 632.99)
(-226.07, -84.92000000000001, 634.1200000000001)
(-212.97, -77.62, 636.1000000000001)
(-215.69, -62.87, 636.61)
(-216.48, -47.89000000000001, 635.84)
(-202.41, -42.7, 634.0700000000001)
(-216.53, -37.63, 628.16)
(-219.77, -52.28000000000001, 624.9)
(-228.71, -40.24, 623.5900000000001)
(-213.82, -38.45000000000001, 620.72)
(-225.23, -48.18000000000001, 618.48)
(-237.54, -39.6, 618.09)
(-247.17, -28.1, 617.9500000000001)
(-261.11, -22.55, 619.08)
(-265.89, -36.77, 621.2000000000001)
(-252.91, -29.26, 623.9199999999999)
(-267.71, -31.7, 626.76)
(-252.83, -29.81, 630.13)
(-267.7, -31.75, 633.05)
(-252.91, -34.24, 635.8200000000001)
(-264.73, -25.0, 638.3400000000001)
(-273.74, -36.99, 639.0000000000001)
(-275.45, -51.89, 639.4)
(-277.01, -66.81000000000001, 639.02)
(-289.23, -58.12, 635.2300000000001)
(-278.53, -68.63, 632.4199999999999)
(-289.3, -58.19, 628.96)
(-290.76, -73.12000000000001, 624.34)
(-287.62, -58.45000000000001, 622.4500000000001)
(-283.83, -72.95999999999999, 618.9900000000001)
(-291.05, -59.81000000000001, 616.66)
(-300.09, -47.84000000000001, 619.28)
(-313.72, -54.11, 619.37)
(-298.73, -53.67000000000001, 624.76)
(-304.26, -67.61, 627.9800000000001)
(-300.78, -53.02, 631.3300000000001)
(-297.01, -67.54000000000001, 635.24)
(-312.01, -67.34000000000001, 640.2200000000001)
(-306.02, -53.59000000000001, 643.87)
(-318.78, -61.48, 645.29)
(-305.86, -69.1, 647.98)
(-300.17, -55.22, 648.7200000000001)
(-285.71, -59.19, 645.0800000000001)
(-297.95, -50.52, 641.7400000000001)
(-304.73, -63.90000000000001, 635.9500000000001)
(-313.4, -76.14000000000001, 628.88)
(-306.78, -89.59999999999999, 625.53)
(-315.3, -77.25000000000001, 622.89)
(-302.17, -84.51000000000001, 620.17)
(-314.32, -93.3, 618.87)
(-329.3, -92.49000000000001, 618.8099999999999)
(-343.33, -97.79000000000002, 619.7000000000001)
(-334.18, -85.90000000000002, 626.2)
(-325.47, -73.69, 632.34)
(-310.74, -70.88, 637.24)
(-310.58, -85.87999999999999, 641.4099999999999)
(-314.72, -71.46, 644.06)
(-309.89, -85.66000000000001, 647.79)
(-317.81, -72.92000000000001, 650.8)
(-325.59, -85.74, 651.87)
(-340.39, -88.21, 649.08)
(-327.03, -81.39000000000001, 646.2000000000001)
(-338.14, -71.31, 640.38)
(-348.52, -82.14, 636.72)
(-335.75, -90.0, 631.3800000000001)
(-337.78, -75.14, 628.67)
(-334.47, -89.77, 625.27)
(-339.24, -75.55, 622.59)
(-333.59, -61.65, 623.85)
(-340.83, -48.51, 624.37)
(-342.67, -63.4, 628.88)
(-344.18, -48.48, 631.1)
(-341.29, -63.2, 635.35)
(-355.41, -58.15, 639.4500000000001)
(-341.87, -51.69, 643.21)
(-356.23, -56.03000000000001, 645.43)
(-342.1, -61.08000000000001, 648.2200000000001)
(-345.17, -46.4, 649.67)
(-358.37, -39.28, 649.9600000000001)
(-370.4, -30.33, 649.38)
(-375.7, -16.3, 648.8200000000001)
(-363.96, -6.96, 646.86)
(-360.57, -21.57, 644.79)
(-371.81, -31.5, 644.7100000000001)
(-384.01, -22.77, 642.1)
(-388.86, -8.58, 643.47)
(-403.81, -9.76, 644.74)
(-414.85, -19.91, 644.8)
(-402.33, -28.17, 648.37)
(-417.32, -27.57, 652.17)
(-403.77, -21.13, 655.62)
(-414.98, -31.1, 659.02)
(-401.2300000000001, -25.11, 661.27)
(-415.56, -29.53, 665.08)
(-403.64, -20.42, 668.26)
(-416.65, -27.88, 671.1)
(-401.65, -27.89, 673.5)
(-414.7200000000001, -20.54, 676.36)
(-406.79, -33.27, 678.78)
(-400.4700000000001, -19.67, 680.66)
(-415.46, -20.34, 682.88)
(-412.94, -35.13, 684.05)
(-399.05, -29.46, 686.46)
(-413.27, -24.69, 688.91)
(-402.25, -34.86, 691.9)
(-405.87, -20.3, 694.03)
(-410.27, -34.64, 697.1)
(-409.6, -19.65, 700.82)
(-403.57, -33.38000000000001, 704.2999999999999)
(-416.78, -26.28, 708.43)
(-401.9, -24.41, 711.8200000000001)
(-413.81, -33.53, 715.77)
(-413.45, -18.53, 719.89)
(-405.81, -31.44, 723.17)
(-414.92, -19.53, 726.41)
(-411.55, -34.15, 728.6)
(-403.01, -21.81, 731.03)
(-414.68, -31.23, 734.31)
(-400.5, -26.34, 736.62)
(-414.69, -21.49, 739.27)
(-415.2900000000001, -36.48, 740.34)
(-400.83, -32.49000000000001, 743.03)
(-414.51, -26.34, 745.24)
(-405.12, -38.03, 748.37)
(-412.05, -24.73, 751.13)
(-403.41, -36.99, 754.92)
(-416.96, -30.55, 758.44)
(-403.83, -23.3, 763.1)
(-405.74, -38.18, 766.6)
(-409.46, -23.65, 770.14)
(-397.54, -32.75, 774.22)
(-411.57, -38.06000000000001, 778.45)
(-403.72, -25.28, 781.8200000000001)
(-405.18, -40.21, 785.64)
(-410.34, -26.12, 789.0000000000001)
(-402.7, -39.03, 792.2899999999999)
(-411.81, -27.11, 795.52)
(-399.55, -35.76, 799.18)
(-414.51, -34.62, 802.88)
(-399.97, -30.95, 806.11)
(-410.4100000000001, -41.72, 810.27)
(-411.43, -26.75, 814.0700000000001)
(-401.3, -37.81000000000001, 817.9)
(-415.23, -43.36, 822.77)
(-410.18, -29.23, 825.8800000000001)
(-405.89, -43.6, 830.32)
(-419.63, -37.59, 833.9)
(-408.62, -27.41, 838.9199999999999)
(-402.45, -41.08, 842.68)
(-409.74, -27.97, 845.37)
(-400.4700000000001, -39.77, 849.2799999999999)
(-415.36, -37.95, 853.22)
(-401.0899999999999, -42.57000000000001, 855.18)
(-414.69, -36.25, 859.2600000000001)
(-399.96, -39.1, 861.95)
(-411.06, -29.01, 864.4500000000001)
(-399.83, -38.95, 868.2600000000001)
(-410.74, -28.66, 870.67)
(-403.71, -41.91, 873.8899999999999)
(-411.76, -29.25, 877.1100000000001)
(-400.01, -38.58, 880.8400000000001)
(-414.44, -34.47, 884.1799999999999)
(-402.78, -25.03, 889.04)
(-399.31, -39.62, 892.7100000000001)
(-399.56, -24.62, 894.89)
(-412.89, -31.49, 896.7700000000001)
(-399.32, -37.89, 899.3400000000001)
(-406.63, -24.79, 901.81)
(-406.15, -39.78, 904.67)
(-395.82, -28.9, 906.5099999999999)
(-410.75, -27.47, 909.14)
(-396.89, -21.72, 913.7700000000001)
(-392.95, -36.19, 918.31)
(-403.8600000000001, -25.89, 921.1499999999999)
(-394.0, -37.19, 924.4)
(-405.03, -27.02, 927.65)
(-392.97, -35.93, 930.8999999999999)
(-407.41, -31.89, 934.66)
(-404.94, -17.09, 940.54)
(-389.94, -16.83, 944.4500000000001)
(-395.17, -2.77, 944.36)
(-409.5400000000001, -7.07, 947.4600000000001)
(-396.42, -14.34, 949.0499999999999)
(-394.3, 0.51, 951.3300000000001)
(-405.15, -9.85, 954.0000000000001)
(-390.51, -13.11, 955.65)
(-383.25, 0.02, 956.5700000000001)
(-390.38, 13.22, 957.6499999999999)
(-405.2300000000001, 11.14, 959.0)
(-403.76, -3.79, 960.7100000000001)
(-390.37, 2.97, 962.88)
(-401.66, 12.85, 964.62)
(-392.11, 1.28, 968.84)
(-402.43, 12.17, 971.04)
(-387.43, 12.11, 976.74)
(-374.1, 5.22, 982.6599999999999)
(-363.33, -5.22, 988.72)
(-369.27, -18.99, 992.8099999999999)
(-382.36, -11.67, 997.94)
(-375.54, 1.69, 1002.31)
(-368.01, -11.28, 1006.22)
(-378.34, -0.4, 1009.06)
(-377.4, -15.37, 1011.11)
(-365.0, -6.94, 1013.27)
(-375.62, 3.66, 1014.63)
(-389.63, -1.7, 1015.57)
(-382.05, -14.64, 1018.1)
(-367.41, -11.38, 1018.09)
(-355.88, -1.79, 1019.05)
(-362.58, 11.63, 1020.77)
(-369.42, -1.72, 1023.46)
(-361.07, 10.74, 1026.82)
(-364.44, -3.88, 1030.47)
(-359.68, 10.34, 1032.91)
(-363.82, -4.08, 1036.84)
(-375.7, 5.08, 1041.58)
(-363.72, 14.11, 1045.73)
(-360.83, -0.61, 1050.1)
(-373.71, 7.08, 1053.69)
(-359.52, 2.22, 1056.8)
(-361.9, 17.03, 1057.81)
(-376.83, 15.56, 1059.82)
(-374.18, 0.8, 1061.11)
(-360.96, 7.88, 1063.59)
(-359.25, 22.78, 1063.04)
(-366.71, 35.79, 1064.86)
(-381.23, 39.57, 1064.63)
(-388.69, 26.56, 1067.47)
(-373.81, 28.48, 1069.07)
(-385.54, 37.83, 1072.15)
(-375.58, 26.61, 1075.01)
(-383.29, 39.48, 1078.06)
(-382.72, 24.49, 1080.29)
(-377.17, 38.43, 1083.51)
(-380.15, 23.73, 1086.93)
(-382.88, 38.48, 1090.56)
(-378.86, 24.03, 1093.39)
(-382.06, 38.68, 1096.73)
(-375.29, 25.3, 1100.18)
(-380.18, 39.48, 1102.74)
(-380.93, 24.5, 1105.7)
(-368.46, 32.84000000000001, 1107.16)
(-381.68, 39.93, 1109.82)
(-384.04, 25.12, 1110.97)
(-369.04, 25.36, 1113.31)
(-365.7, 39.98, 1113.63)
(-374.54, 52.10000000000001, 1115.02)
(-388.44, 46.47, 1116.28)
(-384.53, 31.99, 1117.92)
(-371.89, 40.06, 1120.03)
(-383.57, 49.48, 1121.71)
(-391.78, 36.93, 1123.37)
(-378.65, 44.18, 1127.02)
(-390.04, 34.42, 1130.06)
(-376.54, 40.97, 1132.79)
(-391.48, 39.62, 1135.62)
(-376.53, 40.87, 1139.06)
(-391.13, 37.42, 1142.2)
(-377.7200000000001, 30.7, 1143.95)
(-375.62, 45.55, 1145.99)
(-390.24, 48.92, 1146.92)
(-400.7, 38.17, 1148.04)
(-400.96, 23.17, 1148.43)
(-391.21, 11.77, 1149.49)
(-377.29, 17.36, 1150.92)
(-364.44, 25.1, 1149.81)
(-362.14, 39.92000000000001, 1152.67)
(-376.89, 42.67, 1152.89)
(-368.3, 30.37, 1157.4)
(-379.25, 40.62, 1159.59)
(-365.43, 34.79, 1164.39)
(-365.46, 19.79, 1169.81)
(-373.23, 6.96, 1175.87)
(-388.11, 8.859999999999999, 1180.07)
(-383.47, 23.12, 1184.92)
(-369.98, 29.68, 1191.03)
(-365.11, 15.49, 1194.1)
(-374.0, 27.58, 1197.92)
(-369.89, 13.15, 1199.67)
(-357.01, 5.46, 1199.43)
(-343.37, -0.77, 1199.89)
(-330.09, -7.74, 1199.32)
(-340.93, -18.11, 1196.1)
(-354.22, -11.16, 1196.83)
(-367.15, -3.55, 1196.0)
(-377.69, 7.12, 1196.31)
(-388.73, -3.03, 1199.07)
(-373.79, -1.66, 1201.29)
(-388.52, 1.17, 1204.79)
(-397.02, 13.53, 1212.3)
(-411.0, 18.97, 1218.55)
(-421.62, 29.57, 1224.04)
(-411.05, 40.21, 1227.98)
(-414.2300000000001, 25.55, 1231.46)
(-402.39, 34.75, 1232.87)
(-406.24, 49.25000000000001, 1233.8)
(-418.31, 58.16, 1234.22)
(-426.7200000000001, 70.58, 1233.12)
(-417.94, 82.73999999999999, 1231.78)
(-412.8500000000001, 68.63, 1228.78)
(-425.8500000000001, 76.12000000000001, 1226.9)
(-424.77, 91.08000000000001, 1226.54)
(-429.03, 105.46, 1227.62)
(-442.74, 99.38000000000001, 1229.94)
(-427.7900000000001, 100.59, 1233.23)
(-442.79, 100.3, 1236.1)
(-429.23, 106.72, 1240.36)
(-424.8, 92.39000000000001, 1245.24)
(-437.72, 84.77, 1250.25)
(-452.12, 80.56000000000001, 1257.31)
(-465.1800000000001, 87.93000000000001, 1261.22)
(-452.2699999999999, 95.57, 1265.69)
(-463.9, 86.09999999999999, 1267.8)
(-448.9100000000001, 85.67, 1270.55)
(-449.82, 100.64, 1271.12)
(-450.96, 115.6, 1270.58)
(-446.25, 129.84, 1270.33)
(-432.96, 136.79, 1269.04)
(-420.8299999999999, 127.97, 1268.11)
(-424.07, 113.32, 1266.72)
(-435.2200000000001, 103.28, 1266.87)
(-450.15, 101.81, 1265.45)
(-461.06, 112.11, 1265.16)
(-471.22, 123.15, 1265.31)
(-485.32, 118.03, 1267.51)
(-470.41, 116.41, 1270.68)
(-485.4, 117.01, 1273.93)
(-471.15, 121.71, 1277.68)
(-484.77, 115.43, 1280.44)
(-470.68, 110.29, 1282.4)
(-481.38, 120.8, 1285.87)
(-473.76, 107.88, 1288.16)
(-476.6100000000001, 122.61, 1291.47)
(-473.34, 107.97, 1294.5)
(-472.11, 122.92, 1297.15)
(-486.65, 126.6, 1297.31)
(-498.48, 117.38, 1298.97)
(-495.4800000000001, 102.68, 1299.53)
(-480.81, 99.56000000000001, 1301.29)
(-473.2200000000001, 112.5, 1302.03)
(-478.43, 126.57, 1303.06)
(-491.62, 133.71, 1303.47)
(-505.93, 129.22, 1304.66)
(-503.42, 114.43, 1306.34)
(-489.17, 119.11, 1308.1)
(-493.63, 133.43, 1309.45)
(-508.59, 132.37, 1310.78)
(-493.59, 132.58, 1315.62)
(-506.24, 124.51, 1318.17)
(-491.8500000000001, 128.74, 1321.34)
(-505.52, 122.56, 1324.73)
(-491.12, 126.75, 1327.34)
(-505.59, 122.8, 1330.98)
(-490.72, 124.74, 1333.35)
(-504.34, 131.02, 1336.14)
(-510.97, 117.56, 1336.44)
(-502.53, 105.16, 1338.25)
(-491.99, 115.83, 1339.97)
(-494.02, 130.69, 1340.08)
(-498.25, 145.08, 1340.27)
(-511.4100000000001, 152.27, 1341.65)
(-525.42, 146.92, 1342.0)
(-532.16, 133.52, 1343.13)
(-523.03, 121.62, 1344.24)
(-517.43, 135.54, 1347.34)
(-524.28, 122.19, 1350.34)
(-524.87, 137.18, 1354.65)
(-521.7000000000001, 122.52, 1356.97)
(-535.46, 128.49, 1362.83)
(-529.73, 142.35, 1366.43)
(-520.8200000000001, 130.29, 1371.17)
(-534.97, 125.3, 1375.26)
(-525.21, 136.69, 1378.5)
(-530.91, 122.82, 1382.18)
(-522.67, 135.35, 1384.4)
(-537.42, 132.63, 1386.85)
(-537.84, 117.64, 1387.12)
(-545.85, 104.96, 1385.78)
(-550.55, 119.21, 1382.6)
(-535.8, 121.96, 1382.37)
(-520.85, 123.15, 1382.39)
(-510.18, 133.69, 1383.77)
(-522.1, 142.8, 1385.81)
(-522.75, 127.81, 1388.13)
(-533.3600000000001, 138.42, 1393.75)
(-527.2, 152.1, 1398.28)
(-527.5700000000001, 137.1, 1400.83)
(-539.36, 146.38, 1406.42)
(-526.9500000000001, 154.81, 1409.64)
(-532.46, 140.86, 1413.9)
(-541.0800000000001, 153.13, 1417.9)
(-528.14, 145.55, 1421.04)
(-543.12, 146.4, 1425.13)
